,Name,Evolution,Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Species,Height,Weight,abilities,ev_yield,catch_rate,base_friendship,base_experience,growth_rate,eggs_groups,gender_rate,eggs_cycles_rate
852,Incineroar, ,Fire Dark,530,95,115,90,80,90,60,Heel Pokémon,1.8 m (5′11″),83.0 kg (183.0 lbs),1. BlazeIntimidate (hidden ability),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,Field,"87.5% male, 12.5% female","15 (3,599–3,855 steps)"
853,Popplio, ,Water ,320,50,54,54,66,56,40,Sea Lion Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),1. TorrentLiquid Voice (hidden ability),1 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","15 (3,599–3,855 steps)"
854,Brionne, ,Water ,420,60,69,69,91,81,50,Pop Star Pokémon,0.6 m (2′00″),17.5 kg (38.6 lbs),1. TorrentLiquid Voice (hidden ability),2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","15 (3,599–3,855 steps)"
855,Primarina, ,Water Fairy,530,80,74,74,126,116,60,Soloist Pokémon,1.8 m (5′11″),44.0 kg (97.0 lbs),1. TorrentLiquid Voice (hidden ability),3 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","15 (3,599–3,855 steps)"
856,Pikipek, ,Normal Flying,265,35,75,30,30,30,65,Woodpecker Pokémon,0.3 m (1′00″),1.2 kg (2.6 lbs),1. Keen Eye2. Skill LinkPickup (hidden ability),1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),53,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)"
857,Trumbeak, ,Normal Flying,355,55,85,50,40,50,75,Bugle Beak Pokémon,0.6 m (2′00″),14.8 kg (32.6 lbs),1. Keen Eye2. Skill LinkPickup (hidden ability),2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),124,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)"
858,Toucannon, ,Normal Flying,485,80,120,75,75,75,60,Cannon Pokémon,1.1 m (3′07″),26.0 kg (57.3 lbs),1. Keen Eye2. Skill LinkSheer Force (hidden ability),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),218,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)"
859,Yungoos, ,Normal ,253,48,70,30,30,30,45,Loitering Pokémon,0.4 m (1′04″),6.0 kg (13.2 lbs),1. Strong Jaw2. StakeoutAdaptability (hidden ability),1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),51,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
860,Gumshoos, ,Normal ,418,88,110,60,55,60,45,Stakeout Pokémon,0.7 m (2′04″),14.2 kg (31.3 lbs),1. Strong Jaw2. StakeoutAdaptability (hidden ability),2 Attack,"127 (16.6% with PokéBall, full HP)",50 (normal),146,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
861,Grubbin, ,Bug ,300,47,62,45,55,45,46,Larva Pokémon,0.4 m (1′04″),4.4 kg (9.7 lbs),1. Swarm,1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
862,Charjabug, ,Bug Electric,400,57,82,95,55,75,36,Battery Pokémon,0.5 m (1′08″),10.5 kg (23.1 lbs),1. Battery,2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),140,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
863,Vikavolt, ,Bug Electric,500,77,70,90,145,75,43,Stag Beetle Pokémon,1.5 m (4′11″),45.0 kg (99.2 lbs),1. Levitate,3 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
864,Crabrawler, ,Fighting ,338,47,82,57,42,47,63,Boxing Pokémon,0.6 m (2′00″),7.0 kg (15.4 lbs),1. Hyper Cutter2. Iron FistAnger Point (hidden ability),1 Attack,"225 (29.4% with PokéBall, full HP)",50 (normal),68,Medium Fast,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
865,Crabominable, ,Fighting Ice,478,97,132,77,62,67,43,Woolly Crab Pokémon,1.7 m (5′07″),180.0 kg (396.8 lbs),1. Hyper Cutter2. Iron FistAnger Point (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),167,Medium Fast,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
866,Oricorio,Baile Style,Fire Flying,476,75,70,70,98,70,93,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Flying,"25% male, 75% female","20 (4,884–5,140 steps)"
867,Oricorio,Pom-Pom Style,Electric Flying,476,75,70,70,98,70,93,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Flying,"25% male, 75% female","20 (4,884–5,140 steps)"
868,Oricorio,Pa'u Style,Psychic Flying,476,75,70,70,98,70,93,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Flying,"25% male, 75% female","20 (4,884–5,140 steps)"
869,Oricorio,Sensu Style,Ghost Flying,476,75,70,70,98,70,93,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Flying,"25% male, 75% female","20 (4,884–5,140 steps)"
870,Cutiefly, ,Bug Fairy,304,40,45,40,55,40,84,Bee Fly Pokémon,0.1 m (0′04″),0.2 kg (0.4 lbs),1. Honey Gather2. Shield DustSweet Veil (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"Bug, Fairy","50% male, 50% female","20 (4,884–5,140 steps)"
871,Ribombee, ,Bug Fairy,464,60,55,60,95,70,124,Bee Fly Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs),1. Honey Gather2. Shield DustSweet Veil (hidden ability),2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),162,Medium Fast,"Bug, Fairy","50% male, 50% female","20 (4,884–5,140 steps)"
872,Rockruff, ,Rock ,280,45,65,40,30,40,60,Puppy Pokémon,0.5 m (1′08″),9.2 kg (20.3 lbs),1. Keen Eye2. Vital SpiritSteadfast (hidden ability),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),56,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
873,Rockruff,Own Tempo Rockruff,Rock ,280,45,65,40,30,40,60,Puppy Pokémon,0.5 m (1′08″),9.2 kg (20.3 lbs),1. Keen Eye2. Vital SpiritSteadfast (hidden ability),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),56,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
874,Lycanroc,Midday Form,Rock ,487,75,115,65,55,65,112,Wolf Pokémon,0.8 m (2′07″),25.0 kg (55.1 lbs),1. Keen Eye2. Sand RushSteadfast (hidden ability),2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
875,Lycanroc,Midnight Form,Rock ,487,85,115,75,55,75,82,Wolf Pokémon,0.8 m (2′07″),25.0 kg (55.1 lbs),1. Keen Eye2. Sand RushSteadfast (hidden ability),2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
876,Lycanroc,Dusk Form,Rock ,487,75,117,65,55,65,110,Wolf Pokémon,0.8 m (2′07″),25.0 kg (55.1 lbs),1. Keen Eye2. Sand RushSteadfast (hidden ability),2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
877,Wishiwashi,Solo Form,Water ,175,45,20,20,25,25,40,Small Fry Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),1. Schooling,1 HP,"60 (7.8% with PokéBall, full HP)",50 (normal),61,Fast,Water 2,"50% male, 50% female","15 (3,599–3,855 steps)"
878,Wishiwashi,School Form,Water ,620,45,140,130,140,135,30,Small Fry Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),1. Schooling,1 HP,"60 (7.8% with PokéBall, full HP)",50 (normal),61,Fast,Water 2,"50% male, 50% female","15 (3,599–3,855 steps)"
879,Mareanie, ,Poison Water,305,50,53,62,43,52,45,Brutal Star Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),1. Merciless2. LimberRegenerator (hidden ability),1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)"
880,Toxapex, ,Poison Water,495,50,63,152,53,142,35,Brutal Star Pokémon,0.7 m (2′04″),14.5 kg (32.0 lbs),1. Merciless2. LimberRegenerator (hidden ability),2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)"
881,Mudbray, ,Ground ,385,70,100,70,45,55,45,Donkey Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),1. Own Tempo2. StaminaInner Focus (hidden ability),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),77,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
882,Mudsdale, ,Ground ,500,100,125,100,55,85,35,Draft Horse Pokémon,2.5 m (8′02″),920.0 kg (2028.3 lbs),1. Own Tempo2. StaminaInner Focus (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
883,Dewpider, ,Water Bug,269,38,40,52,40,72,27,Water Bubble Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),1. Water BubbleWater Absorb (hidden ability),1 Special Defense,"200 (26.1% with PokéBall, full HP)",50 (normal),54,Medium Fast,"Bug, Water 1","50% male, 50% female","15 (3,599–3,855 steps)"
884,Araquanid, ,Water Bug,454,68,70,92,50,132,42,Water Bubble Pokémon,1.8 m (5′11″),82.0 kg (180.8 lbs),1. Water BubbleWater Absorb (hidden ability),2 Special Defense,"100 (13.1% with PokéBall, full HP)",50 (normal),159,Medium Fast,"Bug, Water 1","50% male, 50% female","15 (3,599–3,855 steps)"
885,Fomantis, ,Grass ,250,40,55,35,50,35,35,Sickle Grass Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),1. Leaf GuardContrary (hidden ability),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),50,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
886,Lurantis, ,Grass ,480,70,105,90,80,90,45,Bloom Sickle Pokémon,0.9 m (2′11″),18.5 kg (40.8 lbs),1. Leaf GuardContrary (hidden ability),2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
887,Morelull, ,Grass Fairy,285,40,35,55,65,75,15,Illuminating Pokémon,0.2 m (0′08″),1.5 kg (3.3 lbs),1. Illuminate2. Effect SporeRain Dish (hidden ability),1 Special Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),57,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
888,Shiinotic, ,Grass Fairy,405,60,45,80,90,100,30,Illuminating Pokémon,1.0 m (3′03″),11.5 kg (25.4 lbs),1. Illuminate2. Effect SporeRain Dish (hidden ability),2 Special Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),142,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
889,Salandit, ,Poison Fire,320,48,44,40,71,40,77,Toxic Lizard Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs),1. CorrosionOblivious (hidden ability),1 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),64,Medium Fast,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)"
890,Salazzle, ,Poison Fire,480,68,64,60,111,60,117,Toxic Lizard Pokémon,1.2 m (3′11″),22.2 kg (48.9 lbs),1. CorrosionOblivious (hidden ability),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Dragon, Monster","0% male, 100% female","20 (4,884–5,140 steps)"
891,Stufful, ,Normal Fighting,340,70,75,50,45,50,50,Flailing Pokémon,0.5 m (1′08″),6.8 kg (15.0 lbs),1. Fluffy2. KlutzCute Charm (hidden ability),1 Attack,"140 (18.3% with PokéBall, full HP)",50 (normal),68,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
892,Bewear, ,Normal Fighting,500,120,125,80,55,60,60,Strong Arm Pokémon,2.1 m (6′11″),135.0 kg (297.6 lbs),1. Fluffy2. KlutzUnnerve (hidden ability),2 Attack,"70 (9.1% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
893,Bounsweet, ,Grass ,210,42,30,38,30,38,32,Fruit Pokémon,0.3 m (1′00″),3.2 kg (7.1 lbs),1. Leaf Guard2. ObliviousSweet Veil (hidden ability),1 HP,"235 (30.7% with PokéBall, full HP)",50 (normal),42,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)"
894,Steenee, ,Grass ,290,52,40,48,40,48,62,Fruit Pokémon,0.7 m (2′04″),8.2 kg (18.1 lbs),1. Leaf Guard2. ObliviousSweet Veil (hidden ability),2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),102,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)"
895,Tsareena, ,Grass ,510,72,120,98,50,98,72,Fruit Pokémon,1.2 m (3′11″),21.4 kg (47.2 lbs),1. Leaf Guard2. Queenly MajestySweet Veil (hidden ability),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),230,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)"
896,Comfey, ,Fairy ,485,51,52,90,82,110,100,Posy Picker Pokémon,0.1 m (0′04″),0.3 kg (0.7 lbs),1. Flower Veil2. TriageNatural Cure (hidden ability),2 Special Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),170,Fast,Grass,"25% male, 75% female","20 (4,884–5,140 steps)"
897,Oranguru, ,Normal Psychic,490,90,60,80,90,110,60,Sage Pokémon,1.5 m (4′11″),76.0 kg (167.6 lbs),1. Inner Focus2. TelepathySymbiosis (hidden ability),2 Special Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
898,Passimian, ,Fighting ,490,100,120,90,40,60,80,Teamwork Pokémon,2.0 m (6′07″),82.8 kg (182.5 lbs),1. ReceiverDefiant (hidden ability),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
899,Wimpod, ,Bug Water,230,25,35,40,20,30,80,Turn Tail Pokémon,0.5 m (1′08″),12.0 kg (26.5 lbs),1. Wimp Out,1 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),46,Medium Fast,"Bug, Water 3","50% male, 50% female","20 (4,884–5,140 steps)"
900,Golisopod, ,Bug Water,530,75,125,140,60,90,40,Hard Scale Pokémon,2.0 m (6′07″),108.0 kg (238.1 lbs),1. Emergency Exit,2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Medium Fast,"Bug, Water 3","50% male, 50% female","20 (4,884–5,140 steps)"
901,Sandygast, ,Ghost Ground,320,55,55,80,70,45,15,Sand Heap Pokémon,0.5 m (1′08″),70.0 kg (154.3 lbs),1. Water CompactionSand Veil (hidden ability),1 Defense,"140 (18.3% with PokéBall, full HP)",50 (normal),64,Medium Fast,Amorphous,"50% male, 50% female","15 (3,599–3,855 steps)"
902,Palossand, ,Ghost Ground,480,85,75,110,100,75,35,Sand Castle Pokémon,1.3 m (4′03″),250.0 kg (551.2 lbs),1. Water CompactionSand Veil (hidden ability),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Amorphous,"50% male, 50% female","15 (3,599–3,855 steps)"
903,Pyukumuku, ,Water ,410,55,60,130,30,130,5,Sea Cucumber Pokémon,0.3 m (1′00″),1.2 kg (2.6 lbs),1. Innards OutUnaware (hidden ability),2 Special Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),144,Fast,Water 1,"50% male, 50% female","15 (3,599–3,855 steps)"
904,Type: Null, ,Normal ,534,95,95,95,95,95,59,Synthetic Pokémon,1.9 m (6′03″),120.5 kg (265.7 lbs),1. Battle Armor,2 HP,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),107,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
905,Silvally, ,Normal ,570,95,95,95,95,95,95,Synthetic Pokémon,2.3 m (7′07″),100.5 kg (221.6 lbs),1. RKS System,3 HP,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
906,Minior,Meteor Form,Rock Flying,440,60,60,100,60,100,60,Meteor Pokémon,0.3 m (1′00″),40.0 kg (88.2 lbs),1. Shields Down,"1 Defense, 1 Special Defense","30 (3.9% with PokéBall, full HP)",50 (normal),154,Medium Slow,Mineral,Genderless,"25 (6,169–6,425 steps)"
907,Minior,Core Form,Rock Flying,500,60,100,60,100,60,120,Meteor Pokémon,0.3 m (1′00″),40.0 kg (88.2 lbs),1. Shields Down,"1 Defense, 1 Special Defense","30 (3.9% with PokéBall, full HP)",50 (normal),154,Medium Slow,Mineral,Genderless,"25 (6,169–6,425 steps)"
908,Komala, ,Normal ,480,65,115,65,75,95,65,Drowsing Pokémon,0.4 m (1′04″),19.9 kg (43.9 lbs),1. Comatose,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
909,Turtonator, ,Fire Dragon,485,60,78,135,91,85,36,Blast Turtle Pokémon,2.0 m (6′07″),212.0 kg (467.4 lbs),1. Shell Armor,2 Defense,"70 (9.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)"
910,Togedemaru, ,Electric Steel,435,65,98,63,40,73,96,Roly-Poly Pokémon,0.3 m (1′00″),3.3 kg (7.3 lbs),1. Iron Barbs2. Lightning RodSturdy (hidden ability),2 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),152,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)"
911,Mimikyu, ,Ghost Fairy,476,55,90,80,50,105,96,Disguise Pokémon,0.2 m (0′08″),0.7 kg (1.5 lbs),1. Disguise,2 Special Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
912,Bruxish, ,Water Psychic,475,68,105,70,70,70,92,Gnash Teeth Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),1. Dazzling2. Strong JawWonder Skin (hidden ability),2 Attack,"80 (10.5% with PokéBall, full HP)",50 (normal),166,Medium Fast,Water 2,"50% male, 50% female","15 (3,599–3,855 steps)"
913,Drampa, ,Normal Dragon,485,78,60,85,135,91,36,Placid Pokémon,3.0 m (9′10″),185.0 kg (407.9 lbs),1. Berserk2. Sap SipperCloud Nine (hidden ability),2 Special Attack,"70 (9.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)"
914,Dhelmise, ,Ghost Grass,517,70,131,100,86,90,40,Sea Creeper Pokémon,3.9 m (12′10″),210.0 kg (463.0 lbs),1. Steelworker,2 Attack,"25 (3.3% with PokéBall, full HP)",50 (normal),181,Medium Fast,Mineral,Genderless,"25 (6,169–6,425 steps)"
915,Jangmo-o, ,Dragon ,300,45,55,65,45,45,45,Scaly Pokémon,0.6 m (2′00″),29.7 kg (65.5 lbs),1. Bulletproof2. SoundproofOvercoat (hidden ability),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),60,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)"
916,Hakamo-o, ,Dragon Fighting,420,55,75,90,65,70,65,Scaly Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),1. Bulletproof2. SoundproofOvercoat (hidden ability),2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)"
917,Kommo-o, ,Dragon Fighting,600,75,110,125,100,105,85,Scaly Pokémon,1.6 m (5′03″),78.2 kg (172.4 lbs),1. Bulletproof2. SoundproofOvercoat (hidden ability),3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),270,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)"
918,Tapu Koko, ,Electric Fairy,570,70,115,85,95,75,130,Land Spirit Pokémon,1.8 m (5′11″),20.5 kg (45.2 lbs),1. Electric SurgeTelepathy (hidden ability),3 Speed,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)"
919,Tapu Lele, ,Psychic Fairy,570,70,85,75,130,115,95,Land Spirit Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),1. Psychic SurgeTelepathy (hidden ability),3 Special Attack,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)"
920,Tapu Bulu, ,Grass Fairy,570,70,130,115,85,95,75,Land Spirit Pokémon,1.9 m (6′03″),45.5 kg (100.3 lbs),1. Grassy SurgeTelepathy (hidden ability),3 Attack,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)"
921,Tapu Fini, ,Water Fairy,570,70,75,115,95,130,85,Land Spirit Pokémon,1.3 m (4′03″),21.2 kg (46.7 lbs),1. Misty SurgeTelepathy (hidden ability),3 Special Defense,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)"
922,Cosmog, ,Psychic ,200,43,29,31,29,31,37,Nebula Pokémon,0.2 m (0′08″),0.1 kg (0.2 lbs),1. Unaware,1 HP,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),40,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
923,Cosmoem, ,Psychic ,400,43,29,131,29,131,37,Protostar Pokémon,0.1 m (0′04″),999.9 kg (2204.4 lbs),1. Sturdy,"1 Defense, 1 Special Defense","45 (5.9% with PokéBall, full HP)",0 (lower than normal),140,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
924,Solgaleo, ,Psychic Steel,680,137,137,107,113,89,97,Sunne Pokémon,3.4 m (11′02″),230.0 kg (507.1 lbs),1. Full Metal Body,3 Attack,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
925,Lunala, ,Psychic Ghost,680,137,113,89,137,107,97,Moone Pokémon,4.0 m (13′01″),120.0 kg (264.6 lbs),1. Shadow Shield,3 Special Attack,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
926,Nihilego, ,Rock Poison,570,109,53,47,127,131,103,Parasite Pokémon,1.2 m (3′11″),55.5 kg (122.4 lbs),1. Beast Boost,3 Special Defense,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
